Time da Casa,Time Visitante,Gols da Casa,Gols Visitante
Benfica,Sevilla,4,5
RB Leipzig,Tottenham Hotspur,5,1
Chelsea,Arsenal,3,5
Benfica,Liverpool,0,2
AC Milan,Chelsea,3,1
Paris Saint-Germain,Chelsea,3,0
Liverpool,Barcelona,4,3
RB Leipzig,Atlético de Madrid,2,5
Tottenham Hotspur,Barcelona,0,2
Manchester United,Sevilla,5,2
Borussia Dortmund,Paris Saint-Germain,5,5
Atlético de Madrid,Borussia Dortmund,5,2
Manchester City,Sevilla,3,2
Arsenal,Borussia Dortmund,0,1
Juventus,Borussia Dortmund,0,0
Real Madrid,Inter Milan,3,5
Atlético de Madrid,Inter Milan,1,5
Lyon,Paris Saint-Germain,5,5
Manchester United,Inter Milan,3,0
Barcelona,Liverpool,1,2
AC Milan,Lyon,3,3
Tottenham Hotspur,Arsenal,0,0
Manchester United,Arsenal,4,4
AC Milan,Manchester United,2,2
Chelsea,Juventus,0,5
Juventus,AC Milan,0,0
Manchester United,Lyon,4,2
Barcelona,Bayern Munich,1,0
Liverpool,Atlético de Madrid,5,1
Tottenham Hotspur,Juventus,4,1
Manchester United,Arsenal,4,4
Benfica,Barcelona,5,3
Bayern Munich,Manchester United,4,2
Napoli,Sevilla,5,5
RB Leipzig,Tottenham Hotspur,5,1
Bayern Munich,Manchester United,1,2
Bayern Munich,Barcelona,4,2
Manchester United,Barcelona,4,0
Sevilla,Liverpool,5,5
Arsenal,Manchester City,0,4
Chelsea,Tottenham Hotspur,1,1
Lyon,RB Leipzig,3,5
AC Milan,Inter Milan,4,3
Borussia Dortmund,Barcelona,5,5
Manchester City,Barcelona,3,0
Chelsea,Manchester City,0,3
Liverpool,Inter Milan,2,1
Liverpool,Lyon,2,5
Chelsea,Benfica,2,3
Benfica,Napoli,5,5
Bayern Munich,Barcelona,3,2
Atlético de Madrid,RB Leipzig,4,4
Napoli,Manchester City,0,0
Napoli,Benfica,5,0
Bayern Munich,Inter Milan,5,0
AC Milan,Atlético de Madrid,1,0
Chelsea,Paris Saint-Germain,0,0
Atlético de Madrid,Liverpool,0,3
Tottenham Hotspur,Chelsea,4,5
Borussia Dortmund,Benfica,3,4
Napoli,Arsenal,3,5
Bayern Munich,Borussia Dortmund,0,2
Paris Saint-Germain,Liverpool,2,3
Juventus,Benfica,3,1
Liverpool,Juventus,0,0
Lyon,AC Milan,5,4
Bayern Munich,Barcelona,4,1
Atlético de Madrid,Manchester United,0,3
Real Madrid,Lyon,4,1
Real Madrid,Juventus,3,1
Atlético de Madrid,Paris Saint-Germain,3,5
Sevilla,Juventus,4,0
Sevilla,Manchester City,3,4
Juventus,Arsenal,0,1
Barcelona,Manchester United,5,4
Liverpool,Napoli,5,0
Liverpool,Inter Milan,0,1
Benfica,Paris Saint-Germain,4,0
Chelsea,Tottenham Hotspur,0,4
Sevilla,AC Milan,1,0
Benfica,Liverpool,1,1
Benfica,Real Madrid,0,0
Benfica,Barcelona,3,3
Benfica,Paris Saint-Germain,2,4
Tottenham Hotspur,Sevilla,3,2
Lyon,Sevilla,2,4
Sevilla,Manchester United,0,2
Inter Milan,Napoli,3,5
Tottenham Hotspur,Napoli,0,0
Benfica,Lyon,0,4
Inter Milan,Real Madrid,2,4
Lyon,Sevilla,4,1
Borussia Dortmund,RB Leipzig,1,4
Inter Milan,Borussia Dortmund,2,0
Manchester City,Manchester United,1,1
Napoli,Sevilla,4,2
Atlético de Madrid,Chelsea,3,1
Arsenal,Atlético de Madrid,4,5
Arsenal,Real Madrid,2,4
Arsenal,Juventus,1,3
Bayern Munich,Borussia Dortmund,4,1
Sevilla,Napoli,5,5
Lyon,Napoli,1,0
Manchester City,Atlético de Madrid,2,4
AC Milan,Real Madrid,4,4
Borussia Dortmund,Paris Saint-Germain,2,1
Manchester United,AC Milan,5,3
RB Leipzig,Arsenal,0,2
Juventus,AC Milan,4,2
AC Milan,Paris Saint-Germain,0,4
Sevilla,Tottenham Hotspur,0,5
Arsenal,Napoli,0,3
Paris Saint-Germain,Tottenham Hotspur,1,3
Barcelona,Paris Saint-Germain,2,4
Inter Milan,Manchester United,2,4
Manchester United,Benfica,4,4
Atlético de Madrid,Real Madrid,1,2
Sevilla,RB Leipzig,4,4
Chelsea,Tottenham Hotspur,5,0
Paris Saint-Germain,Benfica,5,5
Liverpool,Chelsea,5,4
Liverpool,Real Madrid,0,2
Atlético de Madrid,Real Madrid,3,4
Manchester United,Lyon,5,3
Barcelona,Sevilla,0,4
RB Leipzig,Sevilla,5,0
Bayern Munich,Benfica,1,5
Bayern Munich,RB Leipzig,1,5
Liverpool,Manchester United,2,0
Sevilla,Tottenham Hotspur,4,0
AC Milan,Inter Milan,3,4
Real Madrid,Atlético de Madrid,3,5
Borussia Dortmund,Tottenham Hotspur,0,1
Manchester United,Atlético de Madrid,0,1
Inter Milan,Manchester United,4,1
Lyon,Benfica,0,4
Sevilla,Borussia Dortmund,4,5
Borussia Dortmund,Tottenham Hotspur,2,3
Arsenal,Paris Saint-Germain,3,3
Borussia Dortmund,Juventus,5,2
RB Leipzig,Inter Milan,1,5
Arsenal,AC Milan,2,2
Juventus,Inter Milan,5,2
Paris Saint-Germain,RB Leipzig,3,3
Barcelona,Inter Milan,3,3
Tottenham Hotspur,Lyon,5,1
Sevilla,Tottenham Hotspur,3,2
AC Milan,Atlético de Madrid,3,5
Juventus,Bayern Munich,1,3
Tottenham Hotspur,Liverpool,1,3
Benfica,AC Milan,5,0
Paris Saint-Germain,Sevilla,5,2
Napoli,Manchester United,2,0
Juventus,Paris Saint-Germain,0,4
AC Milan,Chelsea,0,4
Chelsea,Liverpool,1,5
Tottenham Hotspur,Paris Saint-Germain,2,0
Arsenal,Napoli,1,1
Real Madrid,Manchester United,4,1
Sevilla,Liverpool,4,4
Paris Saint-Germain,AC Milan,1,5
RB Leipzig,Tottenham Hotspur,1,4
Sevilla,Borussia Dortmund,5,0
Inter Milan,Arsenal,3,1
Inter Milan,RB Leipzig,0,0
Real Madrid,Arsenal,2,5
Inter Milan,AC Milan,3,5
Napoli,Arsenal,3,0
Bayern Munich,Manchester City,4,4
Real Madrid,AC Milan,5,2
Arsenal,AC Milan,2,5
Benfica,Arsenal,4,4
Atlético de Madrid,Liverpool,4,3
Bayern Munich,Borussia Dortmund,0,1
Inter Milan,Bayern Munich,0,2
Sevilla,Manchester City,5,4
Lyon,Chelsea,1,2
Barcelona,Bayern Munich,0,5
Lyon,Tottenham Hotspur,0,5
Arsenal,AC Milan,1,1
Atlético de Madrid,AC Milan,5,5
Borussia Dortmund,Paris Saint-Germain,2,0
Manchester City,Lyon,4,3
Barcelona,Sevilla,5,5
Manchester United,Arsenal,2,1
Bayern Munich,RB Leipzig,2,0
Benfica,Lyon,4,5
Paris Saint-Germain,Barcelona,4,5
Real Madrid,AC Milan,5,5
Liverpool,Bayern Munich,4,0
Lyon,Liverpool,3,0
Atlético de Madrid,Sevilla,4,3
Tottenham Hotspur,AC Milan,2,3
Sevilla,Arsenal,4,0
Manchester City,Napoli,4,1
AC Milan,Atlético de Madrid,0,2
Liverpool,RB Leipzig,3,5
Inter Milan,Chelsea,4,2
AC Milan,Lyon,2,1
Sevilla,Manchester United,1,4
Atlético de Madrid,Sevilla,0,4
Borussia Dortmund,AC Milan,4,1
Manchester City,AC Milan,1,2
Atlético de Madrid,Inter Milan,5,0
Atlético de Madrid,Bayern Munich,3,5
Napoli,Sevilla,4,5
Inter Milan,Barcelona,0,1
Barcelona,Sevilla,0,3
Liverpool,RB Leipzig,3,3
Manchester City,Real Madrid,2,1
Benfica,Arsenal,5,1
Liverpool,Inter Milan,3,3
Paris Saint-Germain,Borussia Dortmund,4,0
AC Milan,Tottenham Hotspur,4,0
Inter Milan,Lyon,5,2
Arsenal,Manchester City,0,1
Bayern Munich,Atlético de Madrid,4,0
Inter Milan,Sevilla,4,2
AC Milan,Lyon,2,3
Chelsea,Juventus,5,2
Borussia Dortmund,Inter Milan,5,5
Real Madrid,Atlético de Madrid,1,0
Tottenham Hotspur,Napoli,2,4
Chelsea,Napoli,4,4
Liverpool,AC Milan,4,4
Manchester City,Tottenham Hotspur,4,5
Bayern Munich,Paris Saint-Germain,5,5
Tottenham Hotspur,Arsenal,1,1
Paris Saint-Germain,Lyon,1,0
Chelsea,Bayern Munich,0,1
Barcelona,Atlético de Madrid,0,4
Manchester United,AC Milan,2,0
Manchester City,Napoli,2,4
Barcelona,Real Madrid,3,0
Arsenal,Inter Milan,1,5
Barcelona,Manchester City,5,5
Inter Milan,AC Milan,3,5
Paris Saint-Germain,Bayern Munich,3,5
Juventus,Lyon,2,5
Inter Milan,Chelsea,2,2
Inter Milan,Barcelona,2,2
Lyon,Barcelona,3,1
Real Madrid,Napoli,3,2
Tottenham Hotspur,Manchester City,4,1
RB Leipzig,Sevilla,2,4
Bayern Munich,Inter Milan,4,4
AC Milan,Liverpool,3,0
Atlético de Madrid,Arsenal,5,2
Real Madrid,Manchester United,1,4
Atlético de Madrid,Borussia Dortmund,5,0
Arsenal,RB Leipzig,1,3
Arsenal,Manchester United,4,2
Real Madrid,Napoli,2,3
Barcelona,Benfica,1,5
Juventus,Chelsea,1,5
Lyon,Bayern Munich,2,2
Chelsea,Benfica,4,4
Lyon,Bayern Munich,1,3
Barcelona,Liverpool,5,0
Juventus,AC Milan,0,2
Barcelona,Real Madrid,0,5
Lyon,Borussia Dortmund,3,5
Paris Saint-Germain,Juventus,1,4
Paris Saint-Germain,Atlético de Madrid,3,5
Benfica,Inter Milan,2,0
Chelsea,Lyon,4,0
Benfica,Liverpool,0,4
Atlético de Madrid,Chelsea,1,3
Borussia Dortmund,Lyon,0,0
Juventus,Barcelona,0,3
Lyon,AC Milan,2,3
Napoli,Arsenal,2,4
AC Milan,Tottenham Hotspur,2,0
Paris Saint-Germain,RB Leipzig,0,3
Barcelona,Chelsea,5,1
Paris Saint-Germain,Benfica,5,1
Lyon,Borussia Dortmund,5,3
Benfica,Sevilla,2,0
Paris Saint-Germain,Inter Milan,1,1
Napoli,Chelsea,0,3
RB Leipzig,Inter Milan,4,4
Borussia Dortmund,Chelsea,1,5
Arsenal,Liverpool,2,5
Inter Milan,Sevilla,0,2
Sevilla,AC Milan,0,5
Manchester City,Paris Saint-Germain,3,4
AC Milan,Napoli,4,0
RB Leipzig,Borussia Dortmund,3,1
Bayern Munich,Barcelona,2,5
Arsenal,AC Milan,0,5
Napoli,Tottenham Hotspur,3,4
RB Leipzig,Paris Saint-Germain,1,5
Bayern Munich,AC Milan,3,4
Inter Milan,Juventus,4,5
Bayern Munich,Real Madrid,4,1
Barcelona,AC Milan,1,5
Arsenal,Barcelona,0,0
Barcelona,Tottenham Hotspur,1,4
Paris Saint-Germain,Arsenal,2,5
Sevilla,RB Leipzig,3,0
Bayern Munich,Real Madrid,2,2
Napoli,AC Milan,4,3
Benfica,Sevilla,0,4
AC Milan,Liverpool,4,1
Borussia Dortmund,RB Leipzig,3,5
Sevilla,Bayern Munich,1,5
Atlético de Madrid,Benfica,2,2
Real Madrid,Bayern Munich,3,5
Liverpool,Borussia Dortmund,2,3
Manchester City,Tottenham Hotspur,4,5
Liverpool,Chelsea,0,1
Bayern Munich,Borussia Dortmund,4,4
Napoli,Real Madrid,3,0
Barcelona,Atlético de Madrid,1,5
Liverpool,Inter Milan,3,4
Manchester City,Paris Saint-Germain,1,4
Arsenal,Chelsea,4,1
Bayern Munich,Lyon,4,0
Chelsea,Juventus,2,3
Juventus,Manchester City,1,4
Sevilla,Benfica,3,5
Paris Saint-Germain,Benfica,4,5
Inter Milan,Atlético de Madrid,4,2
RB Leipzig,Barcelona,2,0
Paris Saint-Germain,Liverpool,4,0
Tottenham Hotspur,Borussia Dortmund,4,0
Borussia Dortmund,Tottenham Hotspur,2,0
Chelsea,Lyon,1,3
Bayern Munich,Barcelona,3,5
Tottenham Hotspur,Benfica,3,5
Napoli,Manchester United,3,1
Sevilla,Tottenham Hotspur,5,5
RB Leipzig,AC Milan,5,1
Liverpool,Lyon,4,3
Benfica,Chelsea,1,4
Manchester United,Barcelona,5,1
Lyon,Real Madrid,3,0
Paris Saint-Germain,Bayern Munich,1,1
Lyon,Bayern Munich,1,1
Juventus,Lyon,1,1
Real Madrid,Borussia Dortmund,5,5
Lyon,AC Milan,4,0
Benfica,Tottenham Hotspur,0,3
Liverpool,Napoli,3,5
Inter Milan,Napoli,5,1
Chelsea,Real Madrid,0,4
Juventus,Lyon,0,4
Manchester City,Real Madrid,4,2
Napoli,Arsenal,4,2
Sevilla,RB Leipzig,1,1
Bayern Munich,Inter Milan,4,3
Inter Milan,Napoli,0,3
Benfica,Manchester City,4,5
Atlético de Madrid,Manchester City,5,1
Manchester United,Bayern Munich,2,3
Arsenal,Napoli,2,4
Atlético de Madrid,Chelsea,1,2
Chelsea,Manchester City,4,5
Paris Saint-Germain,Manchester United,1,0
Bayern Munich,RB Leipzig,2,2
Paris Saint-Germain,RB Leipzig,4,2
Tottenham Hotspur,Sevilla,2,0
RB Leipzig,Manchester City,5,3
Liverpool,Manchester City,2,5
Sevilla,Tottenham Hotspur,3,5
AC Milan,Benfica,2,5
Borussia Dortmund,RB Leipzig,1,4
Napoli,Borussia Dortmund,2,5
Benfica,Bayern Munich,0,3
Lyon,RB Leipzig,4,0
Manchester City,AC Milan,5,5
Atlético de Madrid,Inter Milan,3,4
Lyon,Barcelona,1,0
Bayern Munich,Real Madrid,2,3
Chelsea,Barcelona,1,0
Chelsea,Bayern Munich,2,0
Sevilla,Borussia Dortmund,2,2
Manchester City,Juventus,0,3
Sevilla,Barcelona,1,0
Tottenham Hotspur,Inter Milan,3,3
Tottenham Hotspur,Paris Saint-Germain,4,3
Sevilla,Inter Milan,2,4
Lyon,Barcelona,2,3
Liverpool,Tottenham Hotspur,4,1
Arsenal,Real Madrid,2,4
Tottenham Hotspur,Inter Milan,4,3
Barcelona,Borussia Dortmund,5,1
Tottenham Hotspur,Inter Milan,5,5
Liverpool,Bayern Munich,2,0
Manchester United,Bayern Munich,2,3
Atlético de Madrid,Barcelona,5,5
Napoli,Inter Milan,5,1
Manchester City,Real Madrid,0,2
Inter Milan,Atlético de Madrid,4,1
Chelsea,Sevilla,1,1
Juventus,Inter Milan,3,0
Real Madrid,Tottenham Hotspur,0,1
Borussia Dortmund,Manchester United,1,2
Lyon,Manchester United,3,2
AC Milan,Chelsea,3,4
Barcelona,Lyon,4,1
Lyon,Arsenal,2,1
Liverpool,AC Milan,2,5
Tottenham Hotspur,Sevilla,5,3
Borussia Dortmund,Paris Saint-Germain,5,3
Bayern Munich,Liverpool,1,4
Real Madrid,Tottenham Hotspur,5,4
AC Milan,Manchester United,4,1
Atlético de Madrid,Paris Saint-Germain,1,2
Sevilla,Tottenham Hotspur,3,4
RB Leipzig,Atlético de Madrid,1,3
Juventus,Liverpool,1,2
Benfica,Manchester City,1,0
Bayern Munich,AC Milan,3,4
Sevilla,Borussia Dortmund,4,3
Chelsea,Real Madrid,1,3
Sevilla,RB Leipzig,1,1
Paris Saint-Germain,RB Leipzig,2,1
Borussia Dortmund,Manchester City,1,2
AC Milan,Napoli,1,0
Chelsea,Arsenal,3,0
Manchester United,Bayern Munich,3,2
Sevilla,Manchester United,5,1
Juventus,Tottenham Hotspur,3,3
Manchester United,Juventus,4,0
Manchester City,Juventus,4,3
Manchester United,Real Madrid,1,3
Liverpool,Sevilla,0,0
Atlético de Madrid,Chelsea,3,5
Chelsea,RB Leipzig,3,3
Bayern Munich,Juventus,0,0
AC Milan,Borussia Dortmund,4,5
Atlético de Madrid,Napoli,5,4
Manchester United,Tottenham Hotspur,4,1
Napoli,Arsenal,5,2
Arsenal,Benfica,2,2
Atlético de Madrid,Sevilla,5,2
Napoli,Arsenal,3,0
Juventus,Atlético de Madrid,2,5
Barcelona,Paris Saint-Germain,4,1
Arsenal,Lyon,5,2
RB Leipzig,Borussia Dortmund,4,3
Benfica,Manchester City,1,4
Manchester United,Bayern Munich,3,1
Barcelona,Real Madrid,1,2
Atlético de Madrid,Borussia Dortmund,2,4
Atlético de Madrid,Liverpool,0,2
Atlético de Madrid,Arsenal,1,2
Manchester United,Napoli,2,2
Paris Saint-Germain,Manchester City,3,0
Liverpool,Lyon,5,3
AC Milan,RB Leipzig,1,1
Bayern Munich,Tottenham Hotspur,0,3
Benfica,Chelsea,4,0
Liverpool,Chelsea,0,5
Manchester United,Sevilla,1,5
Liverpool,Benfica,4,0
Lyon,AC Milan,5,1
Real Madrid,Manchester City,5,5
Barcelona,Juventus,0,0
Liverpool,Chelsea,5,4
Manchester City,Sevilla,2,4
Barcelona,Manchester United,4,5
Chelsea,Paris Saint-Germain,2,0
Inter Milan,Bayern Munich,5,0
Manchester City,Manchester United,1,0
Lyon,Manchester United,1,5
Atlético de Madrid,AC Milan,0,1
Manchester City,Barcelona,4,1
AC Milan,Borussia Dortmund,1,1
Arsenal,Liverpool,0,5
Chelsea,Tottenham Hotspur,3,0
Lyon,Juventus,3,1
Lyon,AC Milan,3,5
Liverpool,AC Milan,0,2
Benfica,Atlético de Madrid,1,2
RB Leipzig,Borussia Dortmund,2,1
RB Leipzig,Arsenal,2,1
Arsenal,RB Leipzig,3,4
Napoli,Real Madrid,0,3
Manchester United,Juventus,1,3
Sevilla,Tottenham Hotspur,0,0
Arsenal,Inter Milan,1,5
Chelsea,Benfica,4,4
Benfica,Arsenal,1,0
Manchester United,Arsenal,5,3
Napoli,RB Leipzig,2,4
Sevilla,Liverpool,5,1
Lyon,Arsenal,0,4
Napoli,Benfica,5,3
Juventus,Napoli,3,0
Liverpool,Arsenal,4,3
RB Leipzig,Inter Milan,4,1
Borussia Dortmund,Sevilla,1,2
Juventus,Arsenal,0,4
Manchester United,Arsenal,3,1
Inter Milan,Sevilla,2,4
Arsenal,Benfica,4,2
Juventus,Sevilla,1,1
Lyon,RB Leipzig,3,1
Tottenham Hotspur,Arsenal,5,2
Benfica,Liverpool,3,2
Barcelona,Atlético de Madrid,5,2
Arsenal,Tottenham Hotspur,2,3
Arsenal,Barcelona,3,1
Sevilla,Manchester City,3,4
Manchester United,Chelsea,0,1
Tottenham Hotspur,AC Milan,0,0
Sevilla,Paris Saint-Germain,2,2
AC Milan,Lyon,3,5
Lyon,Borussia Dortmund,1,1
Tottenham Hotspur,Atlético de Madrid,2,5
Liverpool,Atlético de Madrid,5,0
Inter Milan,Manchester City,0,3
Chelsea,Atlético de Madrid,5,1
Inter Milan,Real Madrid,1,4
Real Madrid,Juventus,1,1
Liverpool,Tottenham Hotspur,2,3
RB Leipzig,Bayern Munich,1,5
Manchester United,Sevilla,1,4
Benfica,Juventus,4,2
Tottenham Hotspur,RB Leipzig,0,5
Sevilla,Liverpool,4,5
RB Leipzig,Chelsea,1,5
AC Milan,Atlético de Madrid,5,4
Chelsea,RB Leipzig,0,3
Manchester City,Inter Milan,2,1
Borussia Dortmund,RB Leipzig,3,4
Chelsea,Borussia Dortmund,2,3
Barcelona,Borussia Dortmund,2,5
Napoli,Chelsea,1,0
Real Madrid,Bayern Munich,2,0
Atlético de Madrid,Sevilla,5,4
Bayern Munich,Benfica,5,4
Manchester City,AC Milan,4,5
Sevilla,Benfica,5,5
Atlético de Madrid,Borussia Dortmund,3,3
Manchester City,Juventus,3,2
Arsenal,Paris Saint-Germain,2,4
Tottenham Hotspur,Liverpool,5,4
Manchester City,Atlético de Madrid,4,3
Atlético de Madrid,Juventus,1,2
AC Milan,Bayern Munich,5,3
Borussia Dortmund,Barcelona,5,0
Tottenham Hotspur,Manchester United,2,4
Bayern Munich,Juventus,3,5
Juventus,Chelsea,1,5
Juventus,AC Milan,3,0
Juventus,Arsenal,0,4
Tottenham Hotspur,Barcelona,3,5
Chelsea,Real Madrid,2,0
Barcelona,Manchester City,0,0
Tottenham Hotspur,Manchester City,2,0
Barcelona,Napoli,1,5
Inter Milan,Real Madrid,4,5
Juventus,RB Leipzig,1,5
Chelsea,Arsenal,2,1
Benfica,Chelsea,4,1
Manchester City,Borussia Dortmund,2,4
Lyon,Manchester United,2,1
Tottenham Hotspur,Juventus,2,3
Paris Saint-Germain,Chelsea,1,1
Tottenham Hotspur,Manchester United,3,3
Borussia Dortmund,Tottenham Hotspur,4,2
Liverpool,Bayern Munich,1,3
Arsenal,AC Milan,4,1
Chelsea,Borussia Dortmund,2,3
Napoli,AC Milan,5,0
Real Madrid,Chelsea,5,3
AC Milan,Lyon,2,4
Borussia Dortmund,Arsenal,3,4
Paris Saint-Germain,RB Leipzig,2,4
Liverpool,Lyon,1,1
Sevilla,Paris Saint-Germain,2,0
Sevilla,Atlético de Madrid,3,0
Juventus,Arsenal,4,5
Inter Milan,Tottenham Hotspur,0,1
Paris Saint-Germain,Bayern Munich,5,3
Barcelona,Bayern Munich,3,0
Juventus,Liverpool,3,0
Barcelona,Chelsea,2,3
Borussia Dortmund,Lyon,1,1
RB Leipzig,Barcelona,3,5
Juventus,AC Milan,1,2
AC Milan,Liverpool,2,5
Liverpool,AC Milan,5,4
Manchester City,Tottenham Hotspur,0,3
Benfica,AC Milan,4,2
Paris Saint-Germain,Barcelona,0,5
Borussia Dortmund,Tottenham Hotspur,4,3
Atlético de Madrid,Borussia Dortmund,4,2
Barcelona,Arsenal,0,3
Barcelona,Sevilla,0,2
Paris Saint-Germain,AC Milan,1,1
Bayern Munich,Paris Saint-Germain,0,0
Atlético de Madrid,RB Leipzig,3,1
AC Milan,Manchester United,3,5
Arsenal,Inter Milan,0,2
Chelsea,Borussia Dortmund,4,0
Paris Saint-Germain,AC Milan,1,4
Real Madrid,RB Leipzig,3,2
Real Madrid,Lyon,0,0
AC Milan,Liverpool,5,2
Bayern Munich,Tottenham Hotspur,5,3
Manchester United,RB Leipzig,3,2
Borussia Dortmund,Benfica,1,0
Lyon,Napoli,3,3
Manchester United,Tottenham Hotspur,3,4
Arsenal,Borussia Dortmund,0,0
Manchester United,Napoli,5,0
Inter Milan,Real Madrid,4,1
RB Leipzig,Manchester City,5,2
RB Leipzig,Manchester United,4,1
Tottenham Hotspur,Borussia Dortmund,2,5
Juventus,Chelsea,2,5
Atlético de Madrid,Barcelona,1,5
Lyon,Chelsea,5,5
Bayern Munich,Manchester United,4,3
Napoli,Sevilla,2,1
Chelsea,Manchester City,0,1
Liverpool,Sevilla,5,3
Sevilla,Atlético de Madrid,4,1
Manchester United,Tottenham Hotspur,2,3
Real Madrid,Arsenal,2,4
RB Leipzig,Borussia Dortmund,3,2
Paris Saint-Germain,Tottenham Hotspur,1,2
Sevilla,RB Leipzig,3,0
Tottenham Hotspur,Borussia Dortmund,3,2
RB Leipzig,Manchester City,5,4
Chelsea,Manchester City,3,2
AC Milan,Benfica,1,2
Benfica,RB Leipzig,3,1
Bayern Munich,Paris Saint-Germain,3,0
Arsenal,Atlético de Madrid,3,3
Paris Saint-Germain,Benfica,4,2
Manchester City,Manchester United,5,5
AC Milan,Napoli,2,1
Napoli,AC Milan,4,0
Manchester City,Chelsea,2,4
Bayern Munich,Real Madrid,1,0
Arsenal,Chelsea,2,5
Arsenal,Bayern Munich,2,3
Inter Milan,Borussia Dortmund,2,3
Tottenham Hotspur,Napoli,0,1
Atlético de Madrid,Benfica,2,1
Bayern Munich,Barcelona,0,3
Juventus,Benfica,4,1
Liverpool,Paris Saint-Germain,3,2
Juventus,Lyon,0,4
Atlético de Madrid,Benfica,1,2
Benfica,Manchester City,5,1
Benfica,Arsenal,4,4
Tottenham Hotspur,Paris Saint-Germain,3,2
Juventus,Atlético de Madrid,4,1
Barcelona,Liverpool,4,4
AC Milan,Napoli,4,1
Bayern Munich,Manchester United,5,1
Manchester United,Lyon,5,3
Atlético de Madrid,Barcelona,1,1
Sevilla,Real Madrid,5,5
Arsenal,Juventus,0,3
Manchester City,Inter Milan,1,3
Paris Saint-Germain,Liverpool,5,5
Inter Milan,Liverpool,1,3
RB Leipzig,Bayern Munich,1,2
Barcelona,Lyon,1,5
Barcelona,Inter Milan,2,4
Manchester City,Sevilla,5,2
Paris Saint-Germain,Real Madrid,3,5
Real Madrid,Inter Milan,3,0
Borussia Dortmund,Chelsea,0,5
Manchester City,AC Milan,1,1
Arsenal,Sevilla,4,4
Inter Milan,Bayern Munich,2,5
Napoli,Chelsea,3,2
Paris Saint-Germain,Manchester United,0,3
Chelsea,Bayern Munich,2,3
Arsenal,Manchester United,0,2
Lyon,RB Leipzig,0,5
Real Madrid,Benfica,0,1
Liverpool,Barcelona,1,3
Barcelona,Borussia Dortmund,0,0
Manchester United,Tottenham Hotspur,3,3
Liverpool,AC Milan,1,5
Lyon,Tottenham Hotspur,4,0
Real Madrid,Liverpool,1,0
Borussia Dortmund,Bayern Munich,3,3
Juventus,Manchester City,5,0
Liverpool,Chelsea,1,4
Barcelona,Tottenham Hotspur,1,5
Inter Milan,Borussia Dortmund,3,0
Manchester City,Manchester United,2,2
Manchester City,Liverpool,2,5
Benfica,Juventus,2,1
Tottenham Hotspur,Barcelona,5,1
Lyon,Manchester United,2,0
Manchester City,AC Milan,0,5
Tottenham Hotspur,Real Madrid,1,5
Napoli,Real Madrid,3,3
Barcelona,Benfica,1,0
Liverpool,Lyon,2,3
RB Leipzig,Napoli,2,2
Manchester City,Arsenal,0,3
Juventus,Inter Milan,0,1
Barcelona,Napoli,5,5
Paris Saint-Germain,Inter Milan,5,5
Manchester United,Paris Saint-Germain,2,1
Inter Milan,Real Madrid,0,5
Manchester City,Inter Milan,3,1
Borussia Dortmund,Inter Milan,0,5
AC Milan,Borussia Dortmund,0,5
Lyon,Benfica,4,2
Paris Saint-Germain,Benfica,2,4
RB Leipzig,Bayern Munich,5,1
Napoli,Sevilla,2,4
Tottenham Hotspur,Lyon,2,0
Napoli,Lyon,5,4
Napoli,Chelsea,2,2
Inter Milan,Real Madrid,1,0
Juventus,Napoli,4,2
Liverpool,Paris Saint-Germain,0,1
Juventus,Inter Milan,2,3
Atlético de Madrid,Bayern Munich,1,1
Liverpool,Napoli,2,3
Inter Milan,Manchester United,3,5
Lyon,Chelsea,1,1
Juventus,Atlético de Madrid,5,4
Arsenal,Real Madrid,2,2
Real Madrid,AC Milan,1,5
Juventus,Benfica,2,4
Bayern Munich,Arsenal,2,4
Liverpool,Sevilla,1,1
Barcelona,Tottenham Hotspur,5,1
Liverpool,AC Milan,0,0
Sevilla,RB Leipzig,4,5
Barcelona,Tottenham Hotspur,0,2
Napoli,Sevilla,4,1
Inter Milan,Bayern Munich,3,2
Paris Saint-Germain,Sevilla,2,1
Tottenham Hotspur,Chelsea,3,4
Tottenham Hotspur,Manchester City,5,2
AC Milan,Lyon,2,1
Napoli,Chelsea,5,5
AC Milan,Liverpool,1,1
Barcelona,Atlético de Madrid,5,3
RB Leipzig,Lyon,2,3
RB Leipzig,Real Madrid,1,0
Paris Saint-Germain,Atlético de Madrid,3,4
Bayern Munich,Chelsea,1,0
Inter Milan,Juventus,3,0
Barcelona,Arsenal,5,3
Tottenham Hotspur,Paris Saint-Germain,5,5
Paris Saint-Germain,RB Leipzig,1,2
Paris Saint-Germain,Tottenham Hotspur,5,0
AC Milan,Lyon,5,0
Sevilla,Paris Saint-Germain,1,0
Paris Saint-Germain,Inter Milan,1,2
Benfica,Barcelona,4,3
Napoli,Arsenal,2,2
Chelsea,Borussia Dortmund,1,1
Liverpool,Lyon,4,4
Sevilla,Borussia Dortmund,5,4
Barcelona,Lyon,0,4
Tottenham Hotspur,Arsenal,5,4
Arsenal,Borussia Dortmund,3,2
Juventus,Napoli,2,5
AC Milan,Benfica,3,1
AC Milan,Benfica,0,2
Tottenham Hotspur,RB Leipzig,5,1
RB Leipzig,Juventus,2,0
Bayern Munich,Napoli,4,4
Bayern Munich,RB Leipzig,2,2
Borussia Dortmund,Atlético de Madrid,3,2
