data,origem,destino,volume_toneladas,tipo_carga
2024-04-06,São José do Rio Preto,Ribeirão Preto,15.8,Tóxica
2024-04-06,Campinas,São José do Rio Preto,15.8,Inflamável
2024-04-03,São José do Rio Preto,Sorocaba,21.6,Comum
2024-04-02,Ribeirão Preto,São Paulo,12.2,Inflamável
2024-04-04,Sorocaba,São Paulo,24.1,Tóxica
2024-04-04,São José do Rio Preto,São Paulo,30.6,Tóxica
2024-04-06,Campinas,Ribeirão Preto,11.7,Tóxica
2024-04-04,Sorocaba,São Paulo,20.2,Tóxica
2024-04-02,São Paulo,Sorocaba,21.9,Tóxica
2024-04-05,São José do Rio Preto,Campinas,16.0,Comum
2024-04-07,Ribeirão Preto,Sorocaba,24.3,Tóxica
2024-04-07,Sorocaba,São Paulo,5.8,Inflamável
2024-04-05,Ribeirão Preto,São Paulo,16.1,Tóxica
2024-04-01,São Paulo,São José do Rio Preto,21.0,Tóxica
2024-04-07,São Paulo,Sorocaba,5.6,Tóxica
2024-04-02,Ribeirão Preto,São José do Rio Preto,20.2,Tóxica
2024-04-02,Sorocaba,São José do Rio Preto,24.6,Tóxica
2024-04-07,São Paulo,Campinas,27.8,Inflamável
2024-04-02,São Paulo,São José do Rio Preto,8.4,Inflamável
2024-04-06,São Paulo,Ribeirão Preto,15.9,Comum
2024-04-04,Sorocaba,Ribeirão Preto,12.5,Inflamável
2024-04-06,Sorocaba,Campinas,22.2,Tóxica
2024-04-05,Sorocaba,São Paulo,20.6,Comum
2024-04-02,São José do Rio Preto,Sorocaba,24.8,Inflamável
2024-04-05,São Paulo,São José do Rio Preto,13.6,Inflamável
2024-04-06,São Paulo,Sorocaba,26.2,Comum
2024-04-01,Campinas,Sorocaba,15.8,Inflamável
2024-04-02,Campinas,Ribeirão Preto,10.7,Inflamável
2024-04-01,São Paulo,Campinas,16.1,Tóxica
2024-04-02,Sorocaba,São José do Rio Preto,30.6,Tóxica
2024-04-05,São José do Rio Preto,Sorocaba,27.1,Inflamável
2024-04-04,Ribeirão Preto,São José do Rio Preto,15.0,Tóxica
2024-04-06,São José do Rio Preto,Ribeirão Preto,32.2,Inflamável
2024-04-06,Ribeirão Preto,São Paulo,7.2,Inflamável
2024-04-03,Ribeirão Preto,Sorocaba,6.5,Tóxica
2024-04-07,São Paulo,Ribeirão Preto,8.8,Tóxica
2024-04-01,Ribeirão Preto,São José do Rio Preto,8.5,Comum
2024-04-06,São Paulo,Ribeirão Preto,7.6,Tóxica
2024-04-05,Campinas,Ribeirão Preto,24.8,Tóxica
2024-04-04,Sorocaba,Ribeirão Preto,23.0,Inflamável
2024-04-05,Sorocaba,Ribeirão Preto,25.7,Comum
2024-04-01,São Paulo,Ribeirão Preto,27.7,Inflamável
2024-04-03,Ribeirão Preto,Campinas,11.2,Tóxica
2024-04-05,Campinas,São Paulo,22.4,Inflamável
2024-04-07,Campinas,São José do Rio Preto,33.3,Inflamável
2024-04-02,Ribeirão Preto,Sorocaba,12.0,Tóxica
2024-04-04,Campinas,Sorocaba,6.8,Tóxica
2024-04-05,Sorocaba,Ribeirão Preto,27.2,Tóxica
2024-04-04,São José do Rio Preto,Campinas,13.5,Tóxica
2024-04-06,Campinas,São Paulo,22.1,Comum
2024-04-02,Sorocaba,Ribeirão Preto,6.8,Tóxica
2024-04-07,São Paulo,São José do Rio Preto,8.3,Tóxica
2024-04-03,São Paulo,Campinas,7.0,Inflamável
2024-04-02,Sorocaba,Campinas,6.3,Comum
2024-04-04,Sorocaba,São José do Rio Preto,17.8,Inflamável
2024-04-06,Sorocaba,Ribeirão Preto,7.9,Comum
2024-04-05,São Paulo,Ribeirão Preto,27.3,Comum
2024-04-02,São José do Rio Preto,Ribeirão Preto,32.0,Comum
2024-04-01,Sorocaba,São Paulo,12.8,Tóxica
2024-04-03,Sorocaba,Ribeirão Preto,6.3,Tóxica
2024-04-07,Sorocaba,São José do Rio Preto,16.6,Tóxica
2024-04-02,Sorocaba,Campinas,13.8,Inflamável
2024-04-03,São Paulo,Sorocaba,11.9,Tóxica
2024-04-04,São José do Rio Preto,Campinas,24.3,Inflamável
2024-04-03,São Paulo,Campinas,8.9,Tóxica
2024-04-02,São Paulo,Sorocaba,30.8,Tóxica
2024-04-04,Sorocaba,Ribeirão Preto,24.9,Tóxica
2024-04-01,Ribeirão Preto,Campinas,26.3,Comum
2024-04-02,Ribeirão Preto,Sorocaba,33.1,Inflamável
2024-04-05,Ribeirão Preto,São José do Rio Preto,33.3,Comum
2024-04-06,São Paulo,São José do Rio Preto,21.5,Comum
2024-04-02,Sorocaba,São José do Rio Preto,19.9,Tóxica
2024-04-02,Campinas,São Paulo,33.0,Tóxica
2024-04-07,Sorocaba,Ribeirão Preto,14.3,Inflamável
2024-04-01,São Paulo,Sorocaba,14.5,Tóxica
2024-04-05,São Paulo,Ribeirão Preto,29.2,Comum
2024-04-07,Sorocaba,Campinas,8.0,Inflamável
2024-04-07,Sorocaba,São Paulo,17.8,Tóxica
2024-04-06,São José do Rio Preto,Ribeirão Preto,7.2,Inflamável
2024-04-07,Ribeirão Preto,São Paulo,17.3,Inflamável
2024-04-04,Ribeirão Preto,Campinas,20.4,Inflamável
2024-04-04,São José do Rio Preto,Sorocaba,7.0,Inflamável
2024-04-03,Sorocaba,Ribeirão Preto,20.3,Inflamável
2024-04-07,Ribeirão Preto,Campinas,33.8,Tóxica
2024-04-01,Sorocaba,São José do Rio Preto,34.4,Comum
2024-04-02,Sorocaba,São Paulo,20.5,Tóxica
2024-04-05,Sorocaba,Ribeirão Preto,13.6,Tóxica
2024-04-05,São José do Rio Preto,Campinas,13.2,Tóxica
2024-04-05,São José do Rio Preto,Campinas,5.1,Tóxica
2024-04-02,Sorocaba,Ribeirão Preto,15.5,Comum
2024-04-05,Sorocaba,São Paulo,7.1,Inflamável
2024-04-03,São José do Rio Preto,Campinas,27.3,Tóxica
2024-04-02,Sorocaba,Campinas,21.8,Tóxica
2024-04-07,Sorocaba,Campinas,13.6,Tóxica
2024-04-02,São José do Rio Preto,Ribeirão Preto,29.4,Tóxica
2024-04-07,São José do Rio Preto,Ribeirão Preto,15.0,Tóxica
2024-04-05,Campinas,Sorocaba,24.8,Tóxica
2024-04-07,Campinas,São José do Rio Preto,12.0,Comum
2024-04-03,Campinas,São Paulo,21.2,Tóxica
2024-04-03,Campinas,Sorocaba,21.1,Inflamável
2024-04-02,Campinas,São Paulo,31.2,Tóxica
2024-04-04,Campinas,Sorocaba,6.5,Tóxica
2024-04-07,São Paulo,São José do Rio Preto,10.5,Tóxica
2024-04-03,Campinas,São José do Rio Preto,5.6,Tóxica
2024-04-06,São José do Rio Preto,Sorocaba,9.4,Inflamável
2024-04-04,São Paulo,Ribeirão Preto,34.3,Tóxica
2024-04-07,Campinas,São Paulo,11.4,Tóxica
2024-04-06,São Paulo,Ribeirão Preto,33.1,Tóxica
2024-04-05,São Paulo,Ribeirão Preto,11.2,Tóxica
2024-04-05,Ribeirão Preto,Campinas,32.9,Tóxica
2024-04-03,Sorocaba,São Paulo,24.6,Comum
2024-04-03,Ribeirão Preto,Sorocaba,8.4,Inflamável
2024-04-07,São Paulo,Campinas,22.5,Inflamável
2024-04-02,São José do Rio Preto,Campinas,14.6,Inflamável
2024-04-04,Campinas,São José do Rio Preto,16.5,Inflamável
2024-04-04,Campinas,Ribeirão Preto,17.7,Inflamável
2024-04-03,São José do Rio Preto,Ribeirão Preto,24.9,Tóxica
2024-04-05,Sorocaba,Ribeirão Preto,28.1,Tóxica
2024-04-03,Ribeirão Preto,São José do Rio Preto,14.9,Comum
2024-04-05,São Paulo,Ribeirão Preto,32.7,Comum
2024-04-07,São José do Rio Preto,São Paulo,33.2,Tóxica
2024-04-05,São Paulo,Ribeirão Preto,6.2,Inflamável
2024-04-03,São Paulo,Ribeirão Preto,5.4,Inflamável
2024-04-01,Campinas,São Paulo,17.8,Tóxica
2024-04-06,São Paulo,Campinas,13.3,Inflamável
2024-04-05,Ribeirão Preto,Sorocaba,12.8,Inflamável
2024-04-05,Sorocaba,São José do Rio Preto,25.4,Tóxica
2024-04-01,São José do Rio Preto,Ribeirão Preto,23.1,Tóxica
2024-04-07,São José do Rio Preto,Sorocaba,31.5,Tóxica
2024-04-07,Campinas,Sorocaba,25.4,Tóxica
2024-04-02,Ribeirão Preto,São Paulo,25.5,Inflamável
2024-04-06,São José do Rio Preto,Campinas,19.0,Tóxica
2024-04-01,Campinas,Ribeirão Preto,10.1,Inflamável
2024-04-05,Sorocaba,Campinas,6.2,Tóxica
2024-04-04,São Paulo,Ribeirão Preto,15.1,Comum
2024-04-01,Sorocaba,São José do Rio Preto,9.5,Inflamável
2024-04-02,Ribeirão Preto,Sorocaba,24.0,Comum
2024-04-03,São Paulo,Sorocaba,25.2,Tóxica
2024-04-01,São Paulo,São José do Rio Preto,5.7,Tóxica
2024-04-01,Campinas,São José do Rio Preto,28.8,Inflamável
2024-04-02,São Paulo,Ribeirão Preto,5.1,Tóxica
2024-04-04,Sorocaba,São José do Rio Preto,15.3,Inflamável
2024-04-01,Campinas,São Paulo,19.8,Tóxica
2024-04-01,São Paulo,Ribeirão Preto,29.6,Tóxica
2024-04-04,Sorocaba,Campinas,30.2,Tóxica
2024-04-02,Sorocaba,Ribeirão Preto,26.7,Tóxica
2024-04-06,São José do Rio Preto,Campinas,12.4,Inflamável
2024-04-06,Sorocaba,Ribeirão Preto,26.6,Comum
2024-04-01,Ribeirão Preto,Sorocaba,12.4,Inflamável
2024-04-04,São Paulo,Campinas,11.4,Tóxica
2024-04-07,São Paulo,Campinas,25.4,Tóxica
2024-04-03,Sorocaba,Campinas,6.6,Tóxica
2024-04-06,Sorocaba,Ribeirão Preto,6.8,Comum
2024-04-07,São Paulo,Sorocaba,28.5,Tóxica
2024-04-05,Campinas,Ribeirão Preto,30.8,Comum
2024-04-03,Campinas,Ribeirão Preto,23.1,Inflamável
2024-04-01,Ribeirão Preto,Sorocaba,17.9,Inflamável
2024-04-02,São José do Rio Preto,Ribeirão Preto,30.4,Comum
2024-04-06,Ribeirão Preto,Sorocaba,26.9,Tóxica
2024-04-03,São Paulo,Sorocaba,14.6,Comum
2024-04-06,São Paulo,São José do Rio Preto,10.9,Inflamável
2024-04-04,São José do Rio Preto,Sorocaba,17.6,Tóxica
2024-04-04,Ribeirão Preto,Sorocaba,20.5,Tóxica
2024-04-07,Sorocaba,Campinas,10.1,Comum
2024-04-01,Sorocaba,Ribeirão Preto,29.2,Tóxica
2024-04-03,Sorocaba,São Paulo,19.4,Inflamável
2024-04-03,Campinas,São Paulo,27.4,Inflamável
2024-04-07,Ribeirão Preto,São José do Rio Preto,19.6,Tóxica
2024-04-01,Ribeirão Preto,Campinas,15.8,Comum
2024-04-04,Campinas,São Paulo,19.2,Inflamável
2024-04-04,São José do Rio Preto,Ribeirão Preto,30.5,Inflamável
2024-04-01,São José do Rio Preto,São Paulo,34.7,Tóxica
2024-04-04,São José do Rio Preto,São Paulo,23.9,Tóxica
2024-04-01,Campinas,São Paulo,5.4,Tóxica
2024-04-02,Ribeirão Preto,São José do Rio Preto,31.4,Inflamável
2024-04-02,Ribeirão Preto,São José do Rio Preto,22.3,Inflamável
2024-04-06,Sorocaba,São José do Rio Preto,27.6,Tóxica
2024-04-07,Sorocaba,Campinas,20.4,Tóxica
2024-04-06,São José do Rio Preto,Sorocaba,13.6,Comum
2024-04-05,Sorocaba,São José do Rio Preto,30.6,Comum
2024-04-05,São José do Rio Preto,Campinas,22.9,Comum
2024-04-05,São José do Rio Preto,Ribeirão Preto,22.4,Comum
2024-04-04,Sorocaba,Campinas,30.7,Comum
2024-04-02,Campinas,São José do Rio Preto,11.3,Comum
2024-04-07,Campinas,Sorocaba,19.0,Tóxica
2024-04-02,Ribeirão Preto,Sorocaba,33.1,Tóxica
2024-04-07,São José do Rio Preto,Campinas,29.4,Tóxica
2024-04-05,Sorocaba,Ribeirão Preto,25.0,Comum
2024-04-02,Campinas,São José do Rio Preto,15.5,Inflamável
2024-04-07,São José do Rio Preto,Ribeirão Preto,14.1,Comum
2024-04-07,São José do Rio Preto,São Paulo,24.3,Tóxica
2024-04-04,São Paulo,Ribeirão Preto,18.0,Tóxica
2024-04-05,São José do Rio Preto,Campinas,27.8,Inflamável
2024-04-02,Campinas,São José do Rio Preto,14.4,Inflamável
2024-04-07,São Paulo,São José do Rio Preto,26.1,Inflamável
2024-04-01,Campinas,Sorocaba,19.8,Tóxica
2024-04-07,Ribeirão Preto,Sorocaba,14.7,Tóxica
2024-04-03,São Paulo,Sorocaba,17.4,Tóxica
2024-04-03,São José do Rio Preto,Campinas,15.8,Tóxica
2024-04-07,Ribeirão Preto,São Paulo,13.6,Tóxica
2024-04-05,São José do Rio Preto,Sorocaba,15.6,Tóxica
2024-04-02,Sorocaba,Campinas,11.4,Comum
2024-04-06,Campinas,Sorocaba,21.3,Tóxica
2024-04-05,Campinas,São Paulo,11.8,Comum
2024-04-04,Campinas,Sorocaba,22.9,Inflamável
2024-04-03,São Paulo,São José do Rio Preto,18.6,Comum
2024-04-03,São José do Rio Preto,Sorocaba,29.7,Inflamável
2024-04-07,São José do Rio Preto,São Paulo,28.1,Tóxica
2024-04-06,Sorocaba,São José do Rio Preto,26.4,Tóxica
2024-04-02,São José do Rio Preto,Ribeirão Preto,13.0,Tóxica
2024-04-04,Sorocaba,São Paulo,28.6,Inflamável
2024-04-04,Campinas,São Paulo,32.0,Tóxica
2024-04-04,São José do Rio Preto,São Paulo,8.4,Comum
2024-04-01,São José do Rio Preto,Ribeirão Preto,8.7,Comum
2024-04-03,Campinas,Sorocaba,7.9,Tóxica
2024-04-04,Ribeirão Preto,Sorocaba,16.5,Inflamável
2024-04-03,Sorocaba,Campinas,34.8,Inflamável
2024-04-04,São José do Rio Preto,Sorocaba,22.1,Comum
2024-04-05,Campinas,São José do Rio Preto,23.7,Comum
2024-04-06,Sorocaba,São José do Rio Preto,19.1,Inflamável
2024-04-01,São José do Rio Preto,Ribeirão Preto,24.9,Tóxica
2024-04-05,Campinas,São Paulo,33.7,Tóxica
2024-04-02,Sorocaba,Ribeirão Preto,22.7,Comum
2024-04-03,Ribeirão Preto,São Paulo,7.0,Tóxica
2024-04-02,São José do Rio Preto,Ribeirão Preto,19.8,Inflamável
2024-04-07,São José do Rio Preto,Ribeirão Preto,34.8,Tóxica
2024-04-03,Ribeirão Preto,São José do Rio Preto,16.6,Tóxica
2024-04-05,Sorocaba,Campinas,8.2,Tóxica
2024-04-06,Ribeirão Preto,Campinas,9.2,Comum
2024-04-07,São José do Rio Preto,Ribeirão Preto,31.2,Comum
2024-04-04,Sorocaba,Ribeirão Preto,14.0,Inflamável
2024-04-06,Sorocaba,São José do Rio Preto,14.2,Inflamável
2024-04-04,São José do Rio Preto,Ribeirão Preto,34.0,Comum
2024-04-05,São Paulo,Ribeirão Preto,15.2,Tóxica
2024-04-06,Campinas,São Paulo,30.5,Inflamável
2024-04-04,Campinas,São José do Rio Preto,34.8,Comum
2024-04-07,São Paulo,Campinas,15.5,Inflamável
2024-04-07,Sorocaba,São Paulo,8.9,Comum
2024-04-06,Ribeirão Preto,Campinas,9.3,Comum
2024-04-02,São Paulo,Sorocaba,9.3,Comum
2024-04-05,Sorocaba,São Paulo,12.8,Tóxica
2024-04-01,São José do Rio Preto,Ribeirão Preto,7.2,Tóxica
2024-04-06,Sorocaba,Ribeirão Preto,30.7,Tóxica
2024-04-07,São José do Rio Preto,Campinas,30.8,Inflamável
2024-04-03,Sorocaba,São Paulo,24.3,Comum
2024-04-03,São José do Rio Preto,Ribeirão Preto,27.5,Inflamável
2024-04-07,Sorocaba,São Paulo,20.6,Inflamável
2024-04-06,Ribeirão Preto,Campinas,20.3,Inflamável
2024-04-05,São José do Rio Preto,Sorocaba,23.9,Tóxica
2024-04-03,São José do Rio Preto,Ribeirão Preto,26.1,Tóxica
2024-04-07,Ribeirão Preto,São Paulo,14.9,Inflamável
2024-04-01,São Paulo,Campinas,21.5,Comum
2024-04-05,Sorocaba,São Paulo,15.8,Inflamável
2024-04-01,Sorocaba,Campinas,21.2,Tóxica
2024-04-07,São José do Rio Preto,São Paulo,17.2,Inflamável
2024-04-07,Ribeirão Preto,São Paulo,30.1,Tóxica
2024-04-03,São José do Rio Preto,São Paulo,7.2,Tóxica
2024-04-05,Campinas,Ribeirão Preto,22.2,Comum
2024-04-04,São José do Rio Preto,Sorocaba,22.3,Comum
2024-04-02,Campinas,São José do Rio Preto,16.5,Tóxica
2024-04-03,São Paulo,Sorocaba,17.6,Comum
2024-04-03,Sorocaba,Campinas,13.4,Tóxica
2024-04-07,São José do Rio Preto,Ribeirão Preto,31.9,Tóxica
2024-04-04,Campinas,Sorocaba,28.2,Comum
2024-04-03,Ribeirão Preto,São José do Rio Preto,23.4,Tóxica
2024-04-06,São Paulo,Campinas,20.8,Tóxica
2024-04-03,São Paulo,Ribeirão Preto,34.0,Inflamável
2024-04-01,Campinas,São Paulo,13.5,Tóxica
2024-04-05,Campinas,São José do Rio Preto,9.6,Inflamável
2024-04-05,São José do Rio Preto,Campinas,32.3,Tóxica
2024-04-02,Ribeirão Preto,Sorocaba,17.3,Tóxica
2024-04-05,São Paulo,Campinas,30.5,Tóxica
2024-04-05,Campinas,São José do Rio Preto,12.5,Tóxica
2024-04-01,Campinas,São José do Rio Preto,14.4,Inflamável
2024-04-04,São Paulo,Sorocaba,12.7,Inflamável
2024-04-05,Ribeirão Preto,São José do Rio Preto,19.7,Inflamável
2024-04-06,São Paulo,Ribeirão Preto,33.4,Tóxica
2024-04-04,São José do Rio Preto,Campinas,24.2,Comum
2024-04-01,Campinas,Ribeirão Preto,17.8,Inflamável
2024-04-04,Campinas,São José do Rio Preto,6.4,Tóxica
2024-04-01,Campinas,Ribeirão Preto,20.1,Tóxica
2024-04-02,São José do Rio Preto,Sorocaba,7.0,Tóxica
2024-04-01,São José do Rio Preto,Campinas,31.5,Tóxica
2024-04-02,Ribeirão Preto,São José do Rio Preto,16.4,Inflamável
2024-04-01,Ribeirão Preto,São José do Rio Preto,24.2,Tóxica
2024-04-06,Sorocaba,Ribeirão Preto,8.4,Comum
2024-04-03,Campinas,São Paulo,26.1,Tóxica
2024-04-01,Ribeirão Preto,São Paulo,29.7,Inflamável
2024-04-05,Ribeirão Preto,São José do Rio Preto,29.7,Comum
2024-04-06,Campinas,São José do Rio Preto,13.5,Tóxica
2024-04-06,São Paulo,Campinas,12.9,Comum
2024-04-05,São Paulo,São José do Rio Preto,20.6,Tóxica
2024-04-03,Sorocaba,São José do Rio Preto,34.0,Comum
2024-04-06,São José do Rio Preto,Campinas,32.6,Comum
2024-04-02,Ribeirão Preto,Sorocaba,15.8,Tóxica
2024-04-03,Ribeirão Preto,Sorocaba,28.4,Comum
2024-04-07,Sorocaba,Campinas,32.6,Tóxica
2024-04-05,Sorocaba,Campinas,12.8,Tóxica
2024-04-03,Ribeirão Preto,Sorocaba,29.9,Tóxica
2024-04-01,Campinas,Sorocaba,13.0,Tóxica
2024-04-03,Campinas,Sorocaba,15.3,Inflamável
2024-04-02,São José do Rio Preto,Sorocaba,11.0,Tóxica
2024-04-04,Ribeirão Preto,Campinas,30.3,Tóxica
2024-04-05,Ribeirão Preto,São Paulo,20.8,Comum
2024-04-03,Sorocaba,São Paulo,12.6,Tóxica
2024-04-01,Ribeirão Preto,São José do Rio Preto,22.5,Comum
2024-04-04,São Paulo,Campinas,22.3,Inflamável
2024-04-01,Campinas,Ribeirão Preto,7.3,Tóxica
2024-04-05,São José do Rio Preto,Campinas,27.6,Tóxica
2024-04-01,Campinas,Sorocaba,32.3,Tóxica
2024-04-04,Ribeirão Preto,Campinas,20.3,Inflamável
2024-04-06,Campinas,São Paulo,26.6,Tóxica
2024-04-02,São Paulo,Campinas,24.3,Inflamável
2024-04-01,Ribeirão Preto,Campinas,25.2,Inflamável
2024-04-02,Sorocaba,São Paulo,26.6,Inflamável
2024-04-05,São Paulo,Sorocaba,12.8,Tóxica
2024-04-03,Sorocaba,São Paulo,22.5,Inflamável
2024-04-01,Campinas,Ribeirão Preto,31.9,Inflamável
2024-04-01,Campinas,Sorocaba,23.7,Tóxica
2024-04-01,Ribeirão Preto,São José do Rio Preto,17.1,Comum
2024-04-02,São Paulo,Sorocaba,30.1,Tóxica
2024-04-02,São Paulo,Campinas,20.3,Tóxica
2024-04-04,Campinas,Sorocaba,24.8,Tóxica
2024-04-07,Ribeirão Preto,São Paulo,34.9,Tóxica
2024-04-02,Sorocaba,Campinas,9.4,Tóxica
2024-04-02,Ribeirão Preto,Sorocaba,27.1,Comum
2024-04-01,Campinas,São José do Rio Preto,9.2,Tóxica
2024-04-05,São Paulo,Sorocaba,30.2,Inflamável
2024-04-05,Campinas,São José do Rio Preto,22.9,Comum
2024-04-02,Ribeirão Preto,São Paulo,7.2,Comum
2024-04-06,São Paulo,Sorocaba,9.1,Tóxica
2024-04-01,Ribeirão Preto,São Paulo,23.0,Inflamável
2024-04-03,Sorocaba,São José do Rio Preto,20.5,Inflamável
2024-04-07,Sorocaba,Ribeirão Preto,10.1,Tóxica
2024-04-07,Campinas,São Paulo,8.9,Inflamável
2024-04-02,São Paulo,Campinas,21.9,Tóxica
2024-04-02,Campinas,São Paulo,5.5,Tóxica
2024-04-04,Campinas,Sorocaba,6.4,Tóxica
2024-04-04,Ribeirão Preto,São José do Rio Preto,21.5,Tóxica
2024-04-01,Sorocaba,São José do Rio Preto,15.3,Comum
2024-04-07,Ribeirão Preto,Sorocaba,15.3,Comum
2024-04-04,São José do Rio Preto,São Paulo,25.2,Inflamável
2024-04-07,São José do Rio Preto,Campinas,24.4,Tóxica
2024-04-01,Campinas,Sorocaba,8.0,Tóxica
2024-04-05,São José do Rio Preto,Ribeirão Preto,19.0,Inflamável
2024-04-01,São José do Rio Preto,Sorocaba,25.0,Inflamável
2024-04-02,São Paulo,Campinas,19.8,Comum
2024-04-04,Ribeirão Preto,Campinas,25.2,Tóxica
2024-04-01,São José do Rio Preto,Campinas,29.5,Tóxica
2024-04-07,Campinas,São Paulo,25.6,Tóxica
2024-04-05,Ribeirão Preto,São Paulo,16.7,Comum
2024-04-07,São José do Rio Preto,Ribeirão Preto,10.2,Tóxica
2024-04-05,São Paulo,São José do Rio Preto,29.5,Tóxica
2024-04-07,Campinas,Ribeirão Preto,32.9,Inflamável
2024-04-02,São Paulo,São José do Rio Preto,5.7,Inflamável
2024-04-02,Campinas,Ribeirão Preto,22.7,Inflamável
2024-04-05,São José do Rio Preto,Sorocaba,28.2,Tóxica
2024-04-05,Campinas,Ribeirão Preto,17.0,Tóxica
2024-04-04,Sorocaba,São José do Rio Preto,34.8,Comum
2024-04-02,Campinas,Ribeirão Preto,11.8,Inflamável
2024-04-05,São Paulo,Campinas,12.9,Tóxica
2024-04-07,Sorocaba,São José do Rio Preto,18.7,Tóxica
2024-04-01,Campinas,São José do Rio Preto,25.2,Tóxica
2024-04-03,Sorocaba,São Paulo,25.6,Tóxica
2024-04-07,São Paulo,São José do Rio Preto,31.2,Comum
2024-04-06,Ribeirão Preto,Sorocaba,24.9,Tóxica
2024-04-01,São José do Rio Preto,Ribeirão Preto,21.9,Comum
2024-04-05,São Paulo,São José do Rio Preto,27.5,Tóxica
2024-04-03,Sorocaba,Campinas,10.6,Inflamável
2024-04-03,Sorocaba,São Paulo,8.3,Tóxica
2024-04-05,São Paulo,Ribeirão Preto,7.2,Inflamável
2024-04-05,Campinas,São José do Rio Preto,16.2,Tóxica
2024-04-02,São José do Rio Preto,Campinas,19.9,Tóxica
2024-04-05,Campinas,São José do Rio Preto,23.5,Inflamável
2024-04-04,Ribeirão Preto,São Paulo,33.7,Tóxica
2024-04-04,Ribeirão Preto,Campinas,27.8,Tóxica
2024-04-05,Sorocaba,Ribeirão Preto,20.9,Tóxica
2024-04-04,São José do Rio Preto,Campinas,23.5,Tóxica
2024-04-01,São Paulo,Ribeirão Preto,34.0,Tóxica
2024-04-04,Ribeirão Preto,Campinas,8.7,Tóxica
2024-04-07,Campinas,Sorocaba,20.2,Tóxica
2024-04-02,Ribeirão Preto,São José do Rio Preto,6.5,Inflamável
2024-04-04,Ribeirão Preto,Sorocaba,23.6,Inflamável
2024-04-07,Ribeirão Preto,Campinas,26.9,Tóxica
2024-04-07,São José do Rio Preto,Campinas,18.9,Inflamável
2024-04-05,Campinas,Ribeirão Preto,32.3,Inflamável
2024-04-07,Sorocaba,São Paulo,14.1,Tóxica
2024-04-05,São Paulo,Campinas,27.6,Tóxica
2024-04-06,Campinas,São José do Rio Preto,19.2,Tóxica
2024-04-02,Campinas,São Paulo,32.0,Tóxica
2024-04-03,São Paulo,São José do Rio Preto,28.9,Tóxica
2024-04-05,Ribeirão Preto,São José do Rio Preto,32.0,Inflamável
2024-04-07,Ribeirão Preto,São José do Rio Preto,11.4,Inflamável
2024-04-07,Ribeirão Preto,São Paulo,25.0,Comum
2024-04-07,Campinas,São José do Rio Preto,27.3,Inflamável
2024-04-02,São José do Rio Preto,Ribeirão Preto,20.1,Inflamável
2024-04-04,São Paulo,Campinas,5.3,Comum
2024-04-07,Ribeirão Preto,Campinas,14.7,Tóxica
2024-04-05,São José do Rio Preto,Ribeirão Preto,30.2,Tóxica
2024-04-02,Campinas,Ribeirão Preto,8.1,Tóxica
2024-04-01,Campinas,Ribeirão Preto,33.5,Tóxica
2024-04-05,Sorocaba,Ribeirão Preto,10.5,Tóxica
2024-04-02,Campinas,Ribeirão Preto,17.4,Comum
2024-04-07,Campinas,Sorocaba,11.5,Comum
2024-04-04,São José do Rio Preto,Ribeirão Preto,30.8,Inflamável
2024-04-02,São José do Rio Preto,Ribeirão Preto,27.5,Tóxica
2024-04-06,Ribeirão Preto,São Paulo,25.5,Comum
2024-04-03,São José do Rio Preto,Ribeirão Preto,10.5,Comum
2024-04-02,São Paulo,Sorocaba,16.5,Inflamável
2024-04-03,Campinas,Ribeirão Preto,16.3,Tóxica
2024-04-02,São Paulo,Ribeirão Preto,12.1,Tóxica
2024-04-03,São Paulo,Ribeirão Preto,31.3,Comum
2024-04-06,São Paulo,São José do Rio Preto,25.4,Tóxica
2024-04-04,São Paulo,Sorocaba,13.4,Tóxica
2024-04-05,São José do Rio Preto,Campinas,12.3,Tóxica
2024-04-06,São Paulo,Campinas,15.4,Comum
2024-04-04,Campinas,Ribeirão Preto,13.3,Tóxica
2024-04-07,Campinas,Sorocaba,14.5,Comum
2024-04-06,Campinas,Ribeirão Preto,33.2,Tóxica
2024-04-01,São Paulo,São José do Rio Preto,12.9,Inflamável
2024-04-04,Ribeirão Preto,Sorocaba,16.9,Tóxica
2024-04-07,Sorocaba,São José do Rio Preto,16.5,Inflamável
2024-04-01,São José do Rio Preto,Ribeirão Preto,12.2,Tóxica
2024-04-04,Sorocaba,Campinas,11.5,Comum
2024-04-07,São José do Rio Preto,Sorocaba,14.1,Tóxica
2024-04-03,São José do Rio Preto,Sorocaba,30.9,Tóxica
2024-04-01,Campinas,Ribeirão Preto,18.7,Inflamável
2024-04-06,Campinas,Sorocaba,13.0,Tóxica
2024-04-04,Ribeirão Preto,Sorocaba,7.2,Tóxica
2024-04-06,Sorocaba,São Paulo,19.9,Tóxica
2024-04-03,Ribeirão Preto,Campinas,6.7,Tóxica
2024-04-01,Campinas,Ribeirão Preto,7.6,Inflamável
2024-04-01,São Paulo,Campinas,12.9,Tóxica
2024-04-07,Sorocaba,Campinas,16.0,Inflamável
2024-04-06,São José do Rio Preto,Ribeirão Preto,16.8,Tóxica
2024-04-03,Ribeirão Preto,Sorocaba,8.5,Comum
2024-04-04,Campinas,Sorocaba,12.8,Tóxica
2024-04-04,São José do Rio Preto,Sorocaba,7.0,Comum
2024-04-02,Ribeirão Preto,Campinas,7.2,Tóxica
